Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
SerialNumber: DCB535485BF5-6D2D,,,,,,,,,
time,ax,ay,az,gx,gy,gz,mx,my,mz
,,,,,,,,,
06-26-2025 18:37:53.591,-0.061976,0.09028,1.029436,1.925,-0.77,0.245,0.102,-0.132,-0.12
06-26-2025 18:37:53.631,0.022936,0.028792,0.968436,-0.7,0.385,0.63,0.0885,-0.132,-0.126
06-26-2025 18:37:53.671,0.044652,-0.09882,0.975024,2.1,1.225,-2.905,0.108,-0.1305,-0.1185
06-26-2025 18:37:53.711,-0.03538,0.104432,1.029924,-1.19,0.455,-0.245,0.096,-0.1305,-0.1155
06-26-2025 18:37:53.751,-0.007808,-0.004636,1.037488,1.295,-0.455,1.645,0.1035,-0.135,-0.1275
06-26-2025 18:37:53.791,0.015372,0.00854,0.950136,-0.49,-0.105,1.015,0.1065,-0.126,-0.1185
06-26-2025 18:37:53.831,0.02928,-0.02196,1.008208,-1.505,0.98,-0.63,0.1065,-0.126,-0.1185
06-26-2025 18:37:53.871,-0.025864,0.00854,1.0187,1.365,-0.7,-0.28,0.1005,-0.1275,-0.114
06-26-2025 18:37:53.911,-0.009516,0.035624,0.998936,-0.21,-1.33,1.785,0.105,-0.1365,-0.1215
06-26-2025 18:37:53.951,-0.012444,-0.103944,0.973072,0.875,-0.455,-1.68,0.1035,-0.135,-0.1245
06-26-2025 18:37:53.991,-0.067832,0.289872,0.963556,-4.095,0.49,-0.77,0.099,-0.132,-0.123
06-26-2025 18:37:54.031,-0.003416,-0.168116,0.984052,3.185,0.175,-2.415,0.105,-0.138,-0.1185
06-26-2025 18:37:54.071,0.010004,0.154208,0.958432,1.61,0.14,0.84,0.105,-0.1335,-0.1245
06-26-2025 18:37:54.111,0.050752,-0.066612,1.082872,0.63,1.225,-1.19,0.102,-0.1335,-0.1215
06-26-2025 18:37:54.151,-0.066368,0.098088,0.988688,-0.14,0,-0.35,0.111,-0.1305,-0.1155
06-26-2025 18:37:54.191,0.01586,0.03294,0.985516,-2.8,-0.35,2.905,0.099,-0.132,-0.1155
06-26-2025 18:37:54.231,0.016348,-0.08174,1.03578,1.26,-0.525,0.035,0.105,-0.1335,-0.123
06-26-2025 18:37:54.271,-0.034648,0.071004,0.991128,-2.17,0.35,-1.015,0.096,-0.135,-0.1125
06-26-2025 18:37:54.311,-0.00976,-0.030988,0.998448,0.77,0.21,-1.33,0.1005,-0.1305,-0.123
06-26-2025 18:37:54.351,0.003416,0.011224,0.992348,1.47,-1.33,-0.945,0.1065,-0.129,-0.12
06-26-2025 18:37:54.391,0.00488,0.011712,1.019432,-1.155,-0.105,0.14,0.096,-0.126,-0.117
06-26-2025 18:37:54.431,0.002684,0.020252,1.011868,-0.875,0.42,-0.77,0.105,-0.138,-0.114
06-26-2025 18:37:54.471,0.013908,0.027328,0.938668,-3.395,-0.525,0.035,0.1065,-0.1425,-0.117
06-26-2025 18:37:54.511,0.00854,-0.11346,0.989176,1.365,-0.14,0.49,0.1065,-0.1305,-0.1245
06-26-2025 18:37:54.551,0.021228,-0.008052,0.985516,2.625,1.12,-0.63,0.102,-0.132,-0.1155
06-26-2025 18:37:54.591,-0.001708,0.034648,1.005524,1.26,1.435,-0.21,0.1035,-0.1335,-0.1185
06-26-2025 18:37:54.631,0.007808,0.02684,1.042124,0.525,0.42,1.61,0.0975,-0.129,-0.1215
06-26-2025 18:37:54.671,-0.019032,0.026596,1.047492,-2.275,0.07,2.45,0.0975,-0.1455,-0.1245
06-26-2025 18:37:54.711,-0.049776,-0.025864,0.978928,-2.31,0.525,0.595,0.108,-0.138,-0.1245
06-26-2025 18:37:54.751,0.00366,0.00244,0.9577,-1.505,0.21,-0.805,0.096,-0.135,-0.126
06-26-2025 18:37:54.791,-0.015616,-0.043676,0.997228,1.785,-0.455,-1.435,0.0975,-0.135,-0.1185
06-26-2025 18:37:54.831,-0.00122,0.001708,1.007964,2.415,0.735,-1.89,0.099,-0.138,-0.117
06-26-2025 18:37:54.871,0.005612,0.042212,1.004304,-0.735,0.07,-0.84,0.099,-0.132,-0.1215
06-26-2025 18:37:54.911,0.016836,-0.020984,1.003572,-0.49,-1.225,1.015,0.0975,-0.1425,-0.1185
06-26-2025 18:37:54.951,0.017812,-0.002928,0.9943,-1.225,-0.7,2.31,0.096,-0.132,-0.114
06-26-2025 18:37:54.991,0.002196,-0.03294,0.988932,-0.315,0.28,0.14,0.099,-0.1425,-0.12
06-26-2025 18:37:55.031,0.00122,0.009028,0.996008,1.085,0.7,-1.12,0.096,-0.1425,-0.12
06-26-2025 18:37:55.071,0.00854,0.028792,1.018944,0.7,0.35,0.455,0.096,-0.132,-0.12
06-26-2025 18:37:55.111,-0.013176,-0.00488,1.013332,0.28,0.035,0.14,0.0975,-0.1365,-0.1245
06-26-2025 18:37:55.151,-0.012932,0.008296,0.9882,-1.89,0.14,0.28,0.1035,-0.129,-0.123
06-26-2025 18:37:55.191,0.000244,-0.02074,0.996008,-1.085,-0.035,0.7,0.0945,-0.141,-0.1215
06-26-2025 18:37:55.231,0.011712,-0.043676,0.96624,0.07,-0.035,0.315,0.102,-0.1425,-0.1155
06-26-2025 18:37:55.271,0.022936,0.027084,0.979416,0,1.05,-0.805,0.102,-0.1365,-0.1125
06-26-2025 18:37:55.311,-0.012444,-0.000976,1.026264,1.295,0.315,-1.015,0.0945,-0.1275,-0.12
06-26-2025 18:37:55.351,-0.00854,0.028304,1.002108,0.14,-0.525,0.14,0.1005,-0.1335,-0.123
06-26-2025 18:37:55.391,-0.01342,-0.006832,1.016992,-0.56,0,-0.035,0.0945,-0.129,-0.117
06-26-2025 18:37:55.431,-0.011468,-0.01342,0.975512,-1.05,-0.385,-0.35,0.0945,-0.1335,-0.1215
06-26-2025 18:37:55.471,-0.017812,-0.012688,0.959652,0.385,-0.665,-0.7,0.1065,-0.135,-0.1245
06-26-2025 18:37:55.511,0.02562,-0.001708,1.05164,0.945,-0.49,-0.595,0.099,-0.129,-0.1275
06-26-2025 18:37:55.551,0.010004,0.02074,1.003084,1.12,0.385,-1.015,0.093,-0.1305,-0.1215
06-26-2025 18:37:55.591,0.00732,0.015128,0.970144,-0.35,0.945,0.805,0.105,-0.129,-0.114
06-26-2025 18:37:55.631,0.017324,0.027328,1.029924,-1.4,-0.735,0.98,0.099,-0.129,-0.117
06-26-2025 18:37:55.671,-0.010492,-0.040748,1.014796,-0.455,-0.665,0.665,0.1065,-0.1365,-0.123
06-26-2025 18:37:55.711,0.011468,-0.023668,0.963312,0.7,1.575,0.07,0.096,-0.1365,-0.1215
06-26-2025 18:37:55.751,-0.021716,0.008296,0.992348,-0.105,0.07,-0.175,0.0975,-0.138,-0.1125
06-26-2025 18:37:55.791,-0.051728,-0.030256,1.021872,0.7,-0.7,0.77,0.0975,-0.1395,-0.126
06-26-2025 18:37:55.831,-0.02196,0.01586,0.992348,0.455,-0.56,0.7,0.0975,-0.135,-0.126
06-26-2025 18:37:55.871,0.029768,0.027816,0.981856,-0.945,-0.735,-0.35,0.099,-0.1395,-0.1185
06-26-2025 18:37:55.911,0.014152,-0.032696,1.03212,-0.595,-0.63,-0.175,0.0915,-0.132,-0.12
06-26-2025 18:37:55.951,0.00976,0.034892,0.976488,-0.63,0.315,-0.245,0.096,-0.129,-0.117
06-26-2025 18:37:55.991,-0.010736,0.003416,0.986004,0.665,0.595,-0.525,0.096,-0.141,-0.1155
06-26-2025 18:37:56.031,-0.006588,-0.039284,0.998692,1.855,-0.14,-1.05,0.093,-0.129,-0.126
06-26-2025 18:37:56.071,-0.03416,0.11712,1.014308,-0.49,-0.21,0.42,0.0885,-0.1395,-0.1185
06-26-2025 18:37:56.111,0.044652,-0.031476,1.000156,-0.175,-0.105,2.765,0.1005,-0.135,-0.126
06-26-2025 18:37:56.151,0.039284,-0.022936,0.953796,-2.555,-0.315,2.38,0.0945,-0.141,-0.1155
06-26-2025 18:37:56.191,-0.000488,-0.031476,1.001132,-2.31,0.735,-1.75,0.105,-0.1335,-0.114
06-26-2025 18:37:56.231,-0.023668,0.031476,1.014552,1.575,1.82,-1.645,0.0945,-0.1305,-0.123
06-26-2025 18:37:56.271,0.00244,0.029768,1.000156,2.73,1.12,-0.42,0.0915,-0.1305,-0.1155
06-26-2025 18:37:56.311,-0.06344,0.04148,1.051152,0.77,-0.105,-1.05,0.105,-0.1305,-0.114
06-26-2025 18:37:56.351,-0.035868,0.017812,1.034804,-3.675,-0.175,0.21,0.1095,-0.132,-0.114
06-26-2025 18:37:56.391,-0.015128,-0.050996,0.990396,-3.08,-0.665,0.525,0.1005,-0.132,-0.114
06-26-2025 18:37:56.431,-0.001952,-0.019032,0.949404,-0.49,-1.085,-0.35,0.096,-0.1245,-0.114
06-26-2025 18:37:56.471,0.001464,-0.013176,1.00528,2.345,-0.07,-1.19,0.099,-0.135,-0.1125
06-26-2025 18:37:56.511,0.015616,0.002196,1.061644,3.115,-0.455,-1.365,0.0975,-0.135,-0.117
06-26-2025 18:37:56.551,0.016348,0.061244,0.983564,-0.455,-0.63,0.35,0.108,-0.135,-0.117
06-26-2025 18:37:56.591,0.029036,-0.017324,0.983808,-1.365,-0.14,1.54,0.1035,-0.135,-0.111
06-26-2025 18:37:56.631,0.014884,-0.000488,1.006012,-1.89,-0.42,1.435,0.1035,-0.1305,-0.114
06-26-2025 18:37:56.671,-0.000976,-0.03416,0.9821,0.07,0.49,-0.14,0.102,-0.1245,-0.1155
06-26-2025 18:37:56.711,-0.001464,-0.011712,1.01626,0.98,1.12,-0.735,0.099,-0.1395,-0.1125
06-26-2025 18:37:56.751,-0.037332,-0.022448,1.015528,1.26,-0.315,-1.47,0.102,-0.129,-0.1185
06-26-2025 18:37:56.791,-0.040016,0.047824,0.981612,-0.735,-0.84,-0.21,0.1065,-0.1305,-0.123
06-26-2025 18:37:56.831,0.013176,-0.054168,1.020652,-0.49,-0.665,-0.49,0.0975,-0.132,-0.1245
06-26-2025 18:37:56.871,0.006344,0.007564,0.971608,0.175,-0.735,-0.56,0.096,-0.129,-0.123
06-26-2025 18:37:56.911,0.015372,-0.001464,1.0126,0.315,-0.84,0.77,0.096,-0.132,-0.1185
06-26-2025 18:37:56.951,0.018544,0.020252,1.017968,0,-0.14,0.56,0.093,-0.1365,-0.114
06-26-2025 18:37:56.991,0.033672,0.000732,0.988932,-0.455,0.84,0.07,0.1035,-0.1335,-0.129
06-26-2025 18:37:57.031,0.02074,-0.020252,0.98942,0.63,1.435,0.07,0.0945,-0.132,-0.126
06-26-2025 18:37:57.071,-0.005124,0.034648,0.993568,-0.385,0.77,0.945,0.102,-0.1305,-0.1185
06-26-2025 18:37:57.111,-0.010492,0.027084,0.979904,-0.315,0.28,0.385,0.1065,-0.1275,-0.123
06-26-2025 18:37:57.151,-0.050264,-0.035136,1.023824,-1.295,0.63,0.385,0.1035,-0.123,-0.123
06-26-2025 18:37:57.191,-0.024644,-0.017324,0.97112,-0.595,0.665,-0.28,0.099,-0.135,-0.1155
06-26-2025 18:37:57.231,-0.01708,0.00854,0.969412,0.21,-0.595,-1.435,0.102,-0.129,-0.111
06-26-2025 18:37:57.271,0.006588,-0.07808,1.075796,2.03,-0.385,-1.785,0.099,-0.126,-0.1215
06-26-2025 18:37:57.311,0.016836,0.068808,1.001376,1.015,-0.245,-0.665,0.0975,-0.1275,-0.1245
06-26-2025 18:37:57.351,0.03416,-0.003416,0.944768,-1.015,-0.35,0.805,0.0975,-0.1245,-0.1185
06-26-2025 18:37:57.391,0.040992,-0.001952,1.01626,-1.855,-0.49,1.96,0.0945,-0.129,-0.12
06-26-2025 18:37:57.431,-0.011468,-0.032696,0.991128,-0.595,0.595,1.19,0.09,-0.1365,-0.114
06-26-2025 18:37:57.471,0.003172,0.030988,0.937204,0.385,1.785,0.105,0.102,-0.132,-0.1215
06-26-2025 18:37:57.511,0.017568,0.007564,1.041636,0.42,1.015,-0.945,0.1035,-0.135,-0.1155
06-26-2025 18:37:57.551,-0.115656,-0.003172,1.026264,0.945,0.035,-0.14,0.0855,-0.129,-0.1215
06-26-2025 18:37:57.591,-0.03782,-0.020008,0.977708,-0.7,0.665,0.455,0.0945,-0.1275,-0.1215
06-26-2025 18:37:57.631,-0.012444,-0.018788,0.963556,-1.505,0.245,-1.295,0.093,-0.135,-0.129
06-26-2025 18:37:57.671,0.011712,-0.03172,0.998692,-0.735,-0.875,-1.505,0.1035,-0.132,-0.1155
06-26-2025 18:37:57.711,-0.01098,-0.017324,1.016992,2.24,0.105,-0.525,0.105,-0.135,-0.126
06-26-2025 18:37:57.751,0.01586,0.032696,0.992592,-0.14,0.42,0.105,0.102,-0.1305,-0.1185
06-26-2025 18:37:57.791,0.013664,-0.008296,0.995276,-0.525,-0.385,-0.175,0.1035,-0.12,-0.123
06-26-2025 18:37:57.831,-0.004636,-0.005856,1.024556,-0.77,0.175,1.505,0.1005,-0.138,-0.1215
06-26-2025 18:37:57.871,-0.001952,-0.012932,1.00894,-0.07,0.28,0.56,0.1065,-0.129,-0.12
06-26-2025 18:37:57.911,-0.00732,-0.019276,0.986736,0.175,-0.28,-0.56,0.1035,-0.1275,-0.12
06-26-2025 18:37:57.951,0.015128,0.01342,0.997472,-0.665,-0.07,0.21,0.1005,-0.1335,-0.12
06-26-2025 18:37:57.991,0.00244,-0.028304,1.005036,0,0.035,0.315,0.0945,-0.1275,-0.1215
06-26-2025 18:37:58.031,-0.005368,0.011956,0.98698,-0.7,0.525,0.14,0.1035,-0.129,-0.1245
06-26-2025 18:37:58.071,0.002684,-0.01708,0.992592,-0.49,0.595,0,0.1035,-0.126,-0.123
06-26-2025 18:37:58.111,-0.019276,-0.03416,0.981856,0.28,0.035,0.105,0.096,-0.129,-0.1275
06-26-2025 18:37:58.151,-0.004148,-0.0305,1.006988,-0.805,-0.455,0.91,0.096,-0.1365,-0.1155
06-26-2025 18:37:58.191,-0.038064,-0.023912,0.975512,-0.245,-0.21,-0.98,0.0975,-0.1305,-0.12
06-26-2025 18:37:58.231,-0.030256,-0.010492,0.956968,1.33,-0.28,-2.205,0.1005,-0.12,-0.123
06-26-2025 18:37:58.271,0.016592,0.067832,1.029192,2.065,-0.77,-1.435,0.1095,-0.135,-0.12
06-26-2025 18:37:58.311,0.035136,0.011468,1.02846,0.105,-0.735,0.07,0.099,-0.1275,-0.1185
06-26-2025 18:37:58.351,0.020496,0.008296,1.007964,-0.98,-0.315,0.595,0.099,-0.138,-0.12
06-26-2025 18:37:58.391,0.020252,-0.00732,0.96014,-1.925,0.21,1.61,0.1005,-0.129,-0.1215
06-26-2025 18:37:58.431,0.011468,-0.031476,1.009916,-0.175,0.42,0.63,0.102,-0.135,-0.123
06-26-2025 18:37:58.471,-0.001952,0.003172,1.019188,0.805,0.98,-0.84,0.1035,-0.132,-0.117
06-26-2025 18:37:58.511,-0.018788,0.013176,0.982832,0.315,1.12,-0.525,0.099,-0.1275,-0.114
06-26-2025 18:37:58.551,0.002928,-0.002684,0.998936,0,0.175,-0.245,0.1005,-0.126,-0.114
06-26-2025 18:37:58.591,-0.011468,-0.007564,1.019432,-1.295,-0.245,0.525,0.1005,-0.132,-0.12
06-26-2025 18:37:58.631,-0.026108,-0.000976,0.980392,-0.945,0.56,0.315,0.105,-0.1335,-0.123
06-26-2025 18:37:58.671,-0.019032,0.009516,0.987712,-0.875,-0.21,0.385,0.096,-0.1245,-0.12
06-26-2025 18:37:58.711,-0.01464,-0.069052,0.987224,0,-0.77,-0.56,0.0915,-0.129,-0.123
06-26-2025 18:37:58.751,-0.044652,-0.01586,1.0248,1.295,0,-1.96,0.1005,-0.1245,-0.1215
06-26-2025 18:37:58.791,-0.002928,-0.017812,0.969412,2.1,-0.245,-2.24,0.1005,-0.135,-0.12
06-26-2025 18:37:58.831,0.041236,0.040504,0.988932,1.12,-1.19,-0.7,0.096,-0.126,-0.1215
06-26-2025 18:37:58.871,0.03294,0.012932,1.042856,-0.49,-1.19,1.085,0.102,-0.126,-0.1215
06-26-2025 18:37:58.911,0.021228,-0.006832,0.980392,-1.645,-0.14,1.61,0.102,-0.126,-0.1215
06-26-2025 18:37:58.951,0.021716,-0.011468,0.978928,-1.12,0.42,0.56,0.0945,-0.1305,-0.1155
06-26-2025 18:37:58.991,0.021228,-0.022204,1.000888,0.49,1.26,0.21,0.099,-0.1275,-0.1185
06-26-2025 18:37:59.031,-0.027328,0.002684,0.999424,1.19,1.61,-0.56,0.1005,-0.132,-0.117
06-26-2025 18:37:59.071,-0.036112,0.023912,1.014064,-0.42,0.945,-0.07,0.0915,-0.129,-0.117
06-26-2025 18:37:59.111,-0.013176,0.022936,1.013576,-0.875,0.21,0.63,0.096,-0.129,-0.117
06-26-2025 18:37:59.151,-0.008784,0.0061,1.042368,-1.575,-0.49,1.295,0.096,-0.129,-0.117
06-26-2025 18:37:59.191,0.000244,-0.041724,0.937204,-2.38,-0.385,0.56,0.1065,-0.1305,-0.126
06-26-2025 18:37:59.231,-0.016836,-0.029036,0.987468,-0.91,-0.105,-1.75,0.1035,-0.129,-0.1185
06-26-2025 18:37:59.271,-0.032696,-0.021472,1.019676,1.4,0.105,-2.275,0.096,-0.1215,-0.12
06-26-2025 18:37:59.311,0.0061,-0.003416,0.962336,2.59,0.21,-1.33,0.0975,-0.123,-0.126
06-26-2025 18:37:59.351,0.019032,0.02928,1.016504,0.84,-0.315,0.35,0.1035,-0.1335,-0.1215
06-26-2025 18:37:59.391,0.050996,0.026596,0.983808,-1.96,-0.49,3.08,0.1035,-0.12,-0.111
06-26-2025 18:37:59.431,0.050508,0,1.014308,-2.975,0.35,2.8,0.1095,-0.129,-0.1245
06-26-2025 18:37:59.471,0.0366,-0.020252,0.976488,-2.415,1.61,1.96,0.096,-0.12,-0.1245
06-26-2025 18:37:59.511,0.007564,-0.029036,0.972096,-1.155,2.38,0.91,0.0945,-0.126,-0.1185
06-26-2025 18:37:59.551,-0.019764,-0.039772,0.98698,0.14,2.135,-0.805,0.096,-0.1275,-0.114
06-26-2025 18:37:59.591,-0.040016,-0.03294,0.998936,2.03,2.17,-2.555,0.1065,-0.12,-0.111
06-26-2025 18:37:59.631,-0.044164,0.009272,1.013332,2.73,1.96,-3.15,0.1065,-0.1215,-0.1185
06-26-2025 18:37:59.671,-0.027084,0.019764,1.030412,1.75,0.735,-2.52,0.108,-0.1335,-0.126
06-26-2025 18:37:59.711,-0.022448,0.008052,1.003572,-0.14,0.455,0.21,0.099,-0.126,-0.1185
06-26-2025 18:37:59.751,0.01952,0.005612,1.001864,-1.085,0.42,3.045,0.108,-0.1245,-0.1185
06-26-2025 18:37:59.791,-0.014884,-0.034404,1.058716,-1.61,-0.21,2.45,0.1095,-0.1275,-0.1245
06-26-2025 18:37:59.831,-0.007076,-0.045872,0.998204,-0.455,0.175,0.665,0.111,-0.1215,-0.12
06-26-2025 18:37:59.871,0.008784,-0.00488,0.946232,-0.105,1.225,-0.35,0.096,-0.1185,-0.123
06-26-2025 18:37:59.911,0.017568,-0.022692,1.017968,1.295,0.56,-1.855,0.102,-0.1275,-0.126
06-26-2025 18:37:59.951,0.00244,0.010736,1.039928,1.015,1.155,-2.31,0.108,-0.1245,-0.114
06-26-2025 18:37:59.991,0.026352,-0.01708,1.011136,0.315,2.765,-1.225,0.105,-0.1185,-0.123
06-26-2025 18:38:00.031,0.01586,-0.030988,0.91988,0.42,2.45,0.84,0.105,-0.126,-0.1185
06-26-2025 18:38:00.071,-0.037088,-0.015128,0.972096,0.035,1.365,2.625,0.1005,-0.1275,-0.1185
06-26-2025 18:38:00.111,-0.044164,-0.045628,1.074332,2.24,2.275,-0.14,0.102,-0.1335,-0.111
06-26-2025 18:38:00.151,-0.011224,-0.01952,1.009916,3.5,3.185,-2.765,0.102,-0.1245,-0.123
06-26-2025 18:38:00.191,-0.038308,-0.00488,0.927688,5.285,2.45,-3.78,0.093,-0.1275,-0.1215
06-26-2025 18:38:00.231,-0.034404,0.05856,0.975268,3.15,1.68,-3.29,0.1005,-0.132,-0.129
06-26-2025 18:38:00.271,-0.058072,0.022936,1.059692,-0.21,2.065,-1.575,0.111,-0.1275,-0.1275
06-26-2025 18:38:00.311,-0.048312,0.050264,1.02724,-2.345,1.645,2.485,0.105,-0.129,-0.1215
06-26-2025 18:38:00.351,-0.069784,0.029524,0.997716,-4.97,-1.12,2.87,0.114,-0.135,-0.132
06-26-2025 18:38:00.391,-0.0854,-0.010736,1.028948,-5.32,-1.435,1.19,0.105,-0.1215,-0.126
06-26-2025 18:38:00.431,-0.061976,0.00366,0.985272,-5.74,-0.56,0.245,0.099,-0.126,-0.129
06-26-2025 18:38:00.471,-0.025132,-0.0183,1.010648,-5.215,-2.24,-0.42,0.105,-0.1245,-0.1335
06-26-2025 18:38:00.511,-0.016592,-0.036356,0.993324,-4.48,-2.835,-1.015,0.111,-0.1215,-0.1245
06-26-2025 18:38:00.551,-0.016836,-0.054656,1.025044,-2.52,-1.05,0.525,0.111,-0.123,-0.1185
06-26-2025 18:38:00.591,-0.01708,-0.005856,1.020164,-2.03,-1.715,0.42,0.1125,-0.1155,-0.132
06-26-2025 18:38:00.631,-0.020252,-0.02562,1.00406,-0.945,-2.415,0.91,0.1095,-0.1185,-0.132
06-26-2025 18:38:00.671,-0.010736,-0.014884,1.02602,0,-1.05,1.645,0.1035,-0.123,-0.1305
06-26-2025 18:38:00.711,0.020252,-0.011224,0.978928,-1.505,-0.42,0.21,0.102,-0.114,-0.126
06-26-2025 18:38:00.751,0.015128,-0.041236,1.002352,-0.49,-1.015,-1.47,0.102,-0.114,-0.129
06-26-2025 18:38:00.791,0.002196,-0.01342,1.013576,-0.21,-0.49,-0.175,0.108,-0.117,-0.126
06-26-2025 18:38:00.831,0.007808,-0.042212,0.98454,-1.12,0.665,-0.035,0.111,-0.1155,-0.129
06-26-2025 18:38:00.871,-0.000488,0.0183,0.99918,-1.645,0.245,0.735,0.108,-0.1185,-0.1275
06-26-2025 18:38:00.911,-0.011224,-0.012932,0.994056,-1.575,0.14,1.61,0.111,-0.1185,-0.1275
06-26-2025 18:38:00.951,-0.015372,-0.021228,1.010892,-2.695,0.525,0.63,0.1035,-0.1125,-0.1215
06-26-2025 18:38:00.991,-0.01952,-0.004636,1.001376,-4.27,0.315,0.21,0.0975,-0.117,-0.1215
06-26-2025 18:38:01.031,-0.0183,-0.037088,0.930128,-3.08,0.525,0.385,0.105,-0.1185,-0.114
06-26-2025 18:38:01.071,-0.027084,-0.053924,1.01626,-3.36,0.07,0.14,0.1065,-0.1095,-0.1215
06-26-2025 18:38:01.111,-0.05002,-0.038796,1.020896,-3.675,0.105,0.56,0.108,-0.1185,-0.117
06-26-2025 18:38:01.151,-0.039772,-0.057584,0.974292,-3.605,0.315,1.19,0.1065,-0.108,-0.1245
06-26-2025 18:38:01.191,-0.062464,-0.070272,0.978928,-3.29,-0.735,0.56,0.105,-0.111,-0.1215
06-26-2025 18:38:01.231,-0.036844,-0.063928,0.99918,-3.255,-0.49,1.015,0.1095,-0.1095,-0.1155
06-26-2025 18:38:01.271,-0.01098,-0.06344,1.029924,-2.87,-0.875,0.875,0.099,-0.1065,-0.129
06-26-2025 18:38:01.311,-0.007564,-0.106628,1.015772,0.07,-0.315,0.105,0.108,-0.1095,-0.1245
06-26-2025 18:38:01.351,-0.001464,-0.063196,0.986004,-0.035,-0.14,0.77,0.0975,-0.096,-0.126
06-26-2025 18:38:01.391,-0.026108,-0.092476,0.983808,3.36,-0.315,-0.945,0.096,-0.1095,-0.123
06-26-2025 18:38:01.431,0.003904,-0.053192,0.975756,2.905,0.665,0.805,0.096,-0.111,-0.1275
06-26-2025 18:38:01.471,0.004636,-0.057584,1.048224,5.425,1.61,-1.82,0.1005,-0.1095,-0.123
06-26-2025 18:38:01.511,-0.026352,-0.036112,1.02114,5.075,0.49,-0.84,0.1005,-0.108,-0.1125
06-26-2025 18:38:01.551,-0.024888,-0.060756,0.94672,5.88,1.155,-0.525,0.108,-0.111,-0.1245
06-26-2025 18:38:01.591,-0.00366,-0.03782,1.031632,4.34,1.155,-0.875,0.1065,-0.111,-0.117
06-26-2025 18:38:01.631,0.000488,-0.037332,1.040904,5.495,0.525,-2.065,0.1035,-0.1125,-0.12
